frame,elapsed_ms,dt_ms,presented,net_ms,remesh_ms,advance_ms,acquire_ms,world_ms,hud_ms,present_ms,fps,chunks_held,meshed,drawn,queued,buffers_created,buffers_reused,tick,confirmed,lead,worst_correction,vertical_pct,worst_divergence,footing_changes,unloaded,body_x,body_y,body_z,vel_x,vel_y,vel_z,on_ground,step_lag,camera_y
1,63.464,100.000,1,0.300,3.563,0.035,0.027,44.981,11.030,0.984,10,5,3,3,2,6,0,8,2,6,0.0000,0,0.0000,0,0,1.5000,42.3600,1.5000,0.0000,-1.9200,0.0000,0,0.0000,0.3800
2,68.181,60.968,1,0.037,3.200,0.018,0.031,0.351,0.971,0.059,11,8,3,3,5,6,6,9,3,6,0.0000,0,0.0000,0,0,1.5000,0.7610,1.5000,0.0000,-0.2400,0.0000,0,0.0000,1.9361
3,87.331,7.024,1,0.001,0.765,0.004,0.021,4.073,0.931,11.004,24,8,5,4,1,10,6,9,3,6,0.0000,0,0.0000,0,0,1.5000,0.7610,1.5000,0.0000,-0.2400,0.0000,0,0.0000,1.9249
4,91.943,17.225,1,0.001,1.539,0.005,0.039,0.950,1.572,0.075,27,8,6,5,0,12,6,9,3,6,0.0000,0,0.0000,0,0,1.5000,0.7610,1.5000,0.0000,-0.2400,0.0000,0,0.0000,1.8973
5,92.970,4.250,1,0.001,0.001,0.006,0.031,0.292,0.575,0.058,48,8,6,5,0,12,6,9,3,6,0.0000,0,0.0000,0,0,1.5000,0.7610,1.5000,0.0000,-0.2400,0.0000,0,0.0000,1.8905
6,99.863,1.009,1,0.054,2.188,0.013,3.719,0.219,0.557,0.095,142,10,6,5,5,12,10,9,4,5,0.0000,0,0.0000,0,0,1.5000,40.2000,1.5000,0.0000,-2.1600,0.0000,0,0.0000,-0.8428
7,109.795,6.916,1,0.001,0.959,0.043,7.945,0.299,0.539,0.074,143,10,6,5,1,12,12,9,4,5,0.0000,0,0.0000,0,0,1.5000,40.2000,1.5000,0.0000,-2.1600,0.0000,0,0.0000,-0.9424
8,125.136,9.908,1,0.001,0.171,0.066,13.967,0.295,0.709,0.086,138,10,6,5,0,12,12,10,4,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.0383
9,148.201,15.346,1,0.064,4.236,0.021,17.772,0.258,0.598,0.065,131,13,6,5,7,12,14,10,5,5,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.1610
10,163.659,23.070,1,0.001,3.433,0.014,10.796,0.405,0.653,0.093,122,13,8,6,5,16,14,10,5,5,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3454
11,176.393,15.452,1,0.001,0.829,0.028,11.002,0.310,0.434,0.079,117,13,8,6,1,16,18,11,5,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
12,195.835,12.724,1,0.057,2.476,0.029,15.869,0.268,0.598,0.106,113,17,8,6,9,16,20,11,6,5,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
13,211.176,19.741,1,0.002,2.711,0.021,11.201,0.320,0.662,0.087,107,17,8,6,8,16,22,11,6,5,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
14,228.680,15.051,1,0.001,3.509,0.047,12.689,0.327,0.802,0.077,103,17,9,7,6,18,22,12,6,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
15,257.858,17.505,1,0.049,2.400,0.015,26.006,0.233,0.333,0.092,98,21,9,7,14,18,24,12,7,5,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
16,291.452,29.179,1,0.004,2.372,0.047,30.114,0.510,0.420,0.068,92,21,9,7,14,18,26,13,7,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
17,295.638,33.580,1,0.039,3.427,0.011,0.068,0.234,0.318,0.052,85,24,9,7,16,18,30,13,8,5,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
18,307.687,4.184,1,0.001,2.275,0.014,9.135,0.222,0.303,0.066,101,24,9,7,14,18,32,13,8,5,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
19,325.090,12.051,1,0.001,2.594,0.020,13.974,0.269,0.443,0.066,99,24,11,8,12,22,32,14,8,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
20,341.627,17.403,1,0.004,2.368,0.014,13.079,0.233,0.730,0.072,95,24,11,8,10,22,34,14,8,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
21,365.092,16.541,1,0.125,7.645,0.032,13.899,0.631,0.908,0.175,91,28,11,8,17,22,36,14,9,5,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
22,377.398,23.510,1,0.002,3.393,0.056,6.888,0.799,0.901,0.172,87,28,11,8,16,22,38,15,9,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
23,393.951,12.308,1,0.002,3.355,0.103,11.263,0.676,0.833,0.221,86,28,11,8,14,22,38,15,9,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
24,410.653,16.571,1,0.110,3.387,0.067,11.222,0.651,0.944,0.176,83,28,11,8,12,22,40,15,10,5,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
25,431.676,16.709,1,0.015,7.412,0.092,11.340,0.913,0.951,0.176,81,28,11,8,14,22,42,16,10,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
26,442.683,20.998,1,0.002,2.415,0.102,6.808,0.589,0.819,0.175,78,28,11,8,12,22,42,16,10,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
27,464.174,11.004,1,0.125,6.563,0.032,12.818,0.756,0.928,0.174,79,32,11,8,19,22,44,16,11,5,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
28,476.299,21.493,1,0.002,2.482,0.054,7.714,0.674,0.932,0.172,76,32,11,8,17,22,46,17,11,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
29,500.392,12.123,1,0.002,9.872,0.032,12.378,0.630,0.911,0.175,76,32,12,8,15,24,46,17,11,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
30,514.038,24.118,1,0.121,6.681,0.033,4.823,0.622,1.027,0.220,73,33,12,8,19,24,48,17,12,5,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
31,530.993,13.645,1,0.002,6.810,0.051,7.820,0.710,1.217,0.210,73,33,12,8,18,24,50,18,12,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
32,544.779,16.955,1,0.001,5.054,0.022,7.337,0.473,0.650,0.135,72,33,12,8,17,24,52,18,12,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
33,561.546,13.769,1,0.095,4.875,0.024,10.428,0.449,0.665,0.133,72,37,12,8,23,24,54,18,13,5,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
34,578.649,16.759,1,0.002,5.262,0.042,10.381,0.504,0.690,0.133,70,37,12,8,22,24,56,19,13,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
35,592.042,17.102,1,0.008,2.064,0.092,9.713,0.558,0.711,0.159,69,37,12,8,22,24,56,19,13,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
36,611.930,13.388,1,0.083,5.364,0.023,13.073,0.462,0.641,0.158,70,38,12,8,23,24,58,19,14,5,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
37,626.321,19.893,1,0.002,3.367,0.036,9.622,0.479,0.664,0.133,68,38,12,8,22,24,60,20,14,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
38,642.464,14.392,1,0.006,2.770,0.023,12.052,0.437,0.634,0.132,68,38,12,8,22,24,62,20,14,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
39,662.619,16.126,1,0.088,6.268,0.024,12.462,0.445,0.657,0.138,67,42,12,8,27,24,64,20,15,5,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
40,676.515,20.179,1,0.002,3.328,0.058,9.113,0.495,0.669,0.132,66,42,12,8,26,24,66,21,15,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
41,692.236,13.893,1,0.006,2.257,0.046,11.899,0.569,0.709,0.141,66,42,12,8,25,24,68,21,15,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
42,708.925,15.718,1,0.084,2.195,0.080,12.961,0.491,0.626,0.161,66,43,12,8,26,24,68,21,16,5,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
43,729.906,16.671,1,0.002,5.695,0.372,13.139,0.564,0.948,0.187,65,43,13,9,25,26,68,22,16,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
44,744.583,20.991,1,0.002,4.028,0.050,8.536,0.706,1.073,0.197,64,43,13,9,23,26,70,22,16,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
45,759.497,14.694,1,0.114,2.197,0.125,10.841,0.545,0.825,0.164,64,46,13,9,28,26,70,22,17,5,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
46,776.760,14.923,1,0.003,2.306,0.145,12.380,0.964,1.189,0.166,64,46,13,9,27,26,70,23,17,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
47,794.033,17.287,1,0.002,3.137,0.063,11.723,0.780,1.173,0.258,64,46,13,9,25,26,72,23,17,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
48,808.125,17.352,1,0.071,2.183,0.032,10.706,0.306,0.497,0.090,63,47,13,9,25,26,74,23,18,5,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
49,827.206,13.948,1,0.003,2.419,0.034,15.593,0.364,0.518,0.089,64,47,14,9,21,28,74,24,18,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
50,840.921,19.070,1,0.005,2.041,0.016,10.927,0.247,0.340,0.089,63,47,14,9,21,28,76,24,18,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
51,857.915,13.715,1,0.045,2.457,0.012,13.783,0.232,0.324,0.090,64,51,14,9,25,28,78,24,19,5,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
52,876.255,16.993,1,0.001,2.529,0.042,14.419,0.342,0.869,0.089,63,51,15,10,23,30,78,25,19,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
53,891.082,18.341,1,0.005,2.263,0.012,11.815,0.238,0.351,0.095,62,51,15,10,23,30,80,25,19,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
54,907.581,14.826,1,0.036,2.103,0.011,13.677,0.231,0.323,0.070,63,52,15,10,26,30,82,25,20,5,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
55,924.715,16.492,1,0.001,2.452,0.033,13.877,0.278,0.376,0.072,63,52,15,10,23,30,86,26,20,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
56,941.878,17.134,1,0.003,3.053,0.012,13.431,0.231,0.313,0.080,62,52,16,10,22,32,88,26,20,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
57,957.560,17.161,1,0.037,2.114,0.011,12.891,0.224,0.300,0.067,62,56,16,10,28,32,90,26,21,5,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
58,974.392,15.680,1,0.002,2.034,0.023,13.996,0.311,0.361,0.068,62,56,16,10,26,32,94,27,21,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
59,992.964,16.833,1,0.001,3.888,0.018,13.648,0.345,0.543,0.089,62,56,17,11,25,34,94,27,21,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
60,1008.130,18.581,1,0.046,2.335,0.014,12.013,0.250,0.384,0.077,61,56,17,11,29,34,96,27,22,5,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
61,1024.147,15.161,1,0.001,1.742,0.032,13.388,0.313,0.418,0.081,61,56,17,11,25,34,98,28,22,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
62,1041.734,16.019,1,0.001,2.162,0.030,14.344,0.401,0.501,0.100,62,56,18,11,22,36,98,28,22,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
63,1059.782,17.595,1,0.100,2.558,0.039,13.713,0.545,0.872,0.161,61,60,18,11,30,36,100,28,23,5,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
64,1076.676,18.102,1,0.002,2.348,0.134,12.261,0.796,1.046,0.191,61,60,18,11,28,36,100,29,23,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
65,1102.377,16.881,1,0.003,11.271,0.046,11.892,0.761,1.416,0.209,60,60,18,11,27,38,100,29,23,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
66,1110.648,25.712,1,0.130,3.194,0.092,2.848,0.712,1.009,0.173,58,60,18,11,28,38,100,29,24,5,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
67,1126.344,8.263,1,0.009,2.095,0.153,11.466,0.730,0.965,0.173,65,60,18,11,27,38,100,30,24,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
68,1146.110,15.689,1,0.039,5.413,0.033,12.408,0.637,0.960,0.177,64,60,19,11,25,38,102,30,24,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
69,1160.599,19.764,1,0.107,3.159,0.097,9.281,0.600,0.948,0.176,63,64,19,11,30,38,102,30,25,5,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
70,1178.826,14.488,1,0.003,4.730,0.103,11.388,0.790,0.948,0.173,64,64,20,12,28,40,102,31,25,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
71,1194.992,18.263,1,0.002,4.053,0.183,9.783,0.799,0.966,0.245,63,64,20,12,26,40,102,31,25,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
72,1209.163,16.155,1,0.073,2.594,0.083,9.977,0.481,0.713,0.132,63,65,20,12,26,40,102,31,26,5,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
73,1224.588,14.127,1,0.008,1.910,0.071,12.462,0.370,0.441,0.092,63,65,20,12,24,40,102,32,26,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
74,1241.681,15.418,1,0.002,2.443,0.061,13.667,0.339,0.428,0.093,64,65,20,12,21,40,102,32,26,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
75,1259.768,17.093,1,0.083,3.670,0.016,13.409,0.307,0.444,0.094,63,68,21,12,26,42,102,32,27,5,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
76,1275.725,18.087,1,0.002,2.873,0.031,11.953,0.414,0.517,0.103,62,68,22,13,25,44,102,33,27,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
77,1292.283,15.965,1,0.006,2.834,0.070,12.514,0.419,0.521,0.119,62,68,22,13,24,44,102,33,27,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
78,1309.093,16.566,1,0.110,2.248,0.079,12.945,0.497,0.710,0.138,62,72,22,13,33,44,102,33,28,5,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
79,1326.537,16.823,1,0.003,2.459,0.129,12.940,0.703,0.926,0.183,62,72,22,13,32,44,102,34,28,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
80,1385.660,17.466,1,0.114,2.245,0.025,55.358,0.465,0.662,0.137,61,73,22,13,34,44,104,34,29,5,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
81,1391.015,59.098,1,0.002,3.380,0.109,0.212,0.868,0.585,0.107,57,73,22,13,30,44,104,35,29,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
82,1395.117,5.340,1,0.075,2.501,0.062,0.145,0.465,0.684,0.097,70,76,22,13,31,44,106,35,30,5,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
83,1441.683,4.101,1,0.006,1.733,0.066,42.942,1.116,0.535,0.094,87,76,22,13,29,44,106,35,30,5,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
84,1445.186,46.553,1,0.066,2.186,0.086,0.126,0.369,0.543,0.066,81,79,22,13,33,44,106,36,31,5,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
85,1456.949,3.502,1,0.006,1.270,0.032,9.556,0.287,0.440,0.116,101,79,22,13,30,44,108,36,31,5,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
86,1478.811,11.764,1,0.001,5.919,0.045,14.565,0.497,0.656,0.117,100,79,23,13,28,46,108,37,31,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
87,1494.718,21.878,1,0.001,5.356,0.025,9.284,0.434,0.632,0.099,94,79,24,14,27,48,108,37,31,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
88,1511.625,15.887,1,0.081,4.890,0.024,10.149,0.459,0.773,0.475,91,80,24,14,30,48,112,37,32,5,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
89,1527.690,16.911,1,0.001,4.980,0.133,9.808,0.397,0.582,0.104,88,80,24,14,28,48,114,38,32,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
90,1544.806,16.063,1,0.001,4.599,0.012,11.741,0.254,0.379,0.073,85,80,25,14,25,50,114,38,32,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
91,1558.819,17.116,1,0.041,3.138,0.019,9.941,0.308,0.427,0.081,83,84,25,14,32,50,118,38,33,5,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
92,1576.733,14.014,1,0.001,4.209,0.031,12.603,0.388,0.527,0.097,82,84,25,14,30,50,120,39,33,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
93,1591.380,17.906,1,0.001,2.335,0.017,11.354,0.294,0.515,0.081,79,84,25,14,29,50,122,39,33,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
94,1607.147,14.643,1,0.056,1.430,0.057,13.372,0.261,0.474,0.071,78,84,25,14,33,50,122,39,34,5,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
95,1623.704,15.806,1,0.001,1.420,0.083,14.184,0.283,0.419,0.081,76,84,25,14,29,50,122,40,34,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
96,1649.651,16.527,1,0.002,8.537,0.034,15.154,0.768,1.217,0.170,75,84,26,15,28,52,122,40,34,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
97,1659.977,26.001,1,0.103,2.737,0.098,5.544,0.630,0.895,0.202,71,88,26,15,37,52,122,40,35,5,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
98,1677.262,10.306,1,0.002,3.151,0.128,12.073,0.723,0.937,0.174,74,88,26,15,35,52,122,41,35,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
99,1693.795,17.283,1,0.002,2.914,0.121,11.386,0.776,1.029,0.209,72,88,26,15,34,52,122,41,35,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
100,1709.556,16.575,1,0.104,2.278,0.101,11.387,0.654,0.926,0.175,71,88,26,15,38,52,122,41,36,5,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
101,1733.053,15.720,1,0.003,8.198,0.075,12.620,0.999,1.254,0.249,70,88,26,15,36,52,124,42,36,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
102,1748.512,23.504,1,0.002,8.016,0.032,5.540,0.655,0.935,0.174,67,88,26,15,35,52,126,42,36,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
103,1760.266,15.453,1,0.102,2.892,0.099,6.819,0.644,0.927,0.175,67,92,26,15,41,52,126,42,37,5,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
104,1779.996,11.751,1,0.003,5.881,0.076,11.811,0.736,0.908,0.218,69,92,26,15,40,52,128,43,37,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
105,1803.367,19.730,1,0.002,12.902,0.048,8.472,0.706,0.983,0.160,67,92,26,15,39,52,130,43,37,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
106,1809.162,23.364,1,0.078,2.769,0.035,1.742,0.411,0.573,0.106,65,92,26,15,40,52,132,44,38,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
107,1827.600,5.772,1,0.002,4.698,0.019,12.605,0.403,0.541,0.112,76,92,26,15,37,52,134,44,38,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
108,1843.197,18.438,1,0.001,3.756,0.019,10.733,0.370,0.550,0.111,73,92,26,15,36,52,136,44,38,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
109,1858.711,15.598,1,0.070,2.448,0.020,11.930,0.376,0.503,0.107,73,96,26,15,41,52,138,44,39,5,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
110,1875.893,15.514,1,0.002,2.688,0.059,13.072,0.510,0.637,0.153,72,96,27,15,38,54,138,45,39,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
111,1892.242,17.189,1,0.003,2.159,0.109,12.587,0.551,0.706,0.163,70,96,27,15,36,54,138,45,39,6,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
112,1910.174,16.382,1,0.115,3.216,0.087,12.919,0.545,0.797,0.151,69,97,27,15,38,54,138,45,40,5,0.0000,0,8.5610,1,1,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
113,1926.816,17.931,1,0.002,2.869,0.119,11.750,0.559,1.088,0.150,68,97,27,15,35,54,138,46,40,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
114,1944.256,16.670,1,0.003,2.608,0.109,11.876,0.734,1.783,0.193,67,97,27,15,34,54,138,46,40,6,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
115,1959.491,17.440,1,0.101,2.165,0.100,10.941,0.671,0.937,0.188,66,100,27,15,38,54,138,46,41,5,0.0000,0,0.0000,0,0,1.5000,39.0010,1.5000,0.0000,0.0000,0.0000,1,0.0000,-1.3797
